id,Aud,CiO,DAn,Def,FPn,Lan,OrA,PMm,Smn,VMm,Vi1,Vi2
fake_ID_07,-14.9891002620584,-11.1466930064076,-2.76175129117979,-8.13358994336152,-5.57923315890574,-24.9314315912039,-9.86934184304216,-2.10081004700185,-2.84444936426919,-28.966191249181,-2.43520480611707,-4.66649385577203
fake_ID_13,-16.6428122240014,-12.6407478734387,-3.21836206428815,-10.2047542302537,-7.22610689019963,-27.6527174946405,-10.1389560319524,-3.55663705925307,-4.28088271927638,-29.9160854301501,-2.80037365942194,-5.47214809805266
fake_ID_17,-17.4518887707859,-12.3696013765873,-3.22748325450674,-9.89863838191716,-7.54550286077976,-27.6613124777055,-10.9846966529729,-3.06728077333295,-3.64331763575911,-29.4133202810768,-2.14006985263162,-5.55119047403852
fake_ID_28,-15.2861589186638,-11.0859437714009,-3.42303043284887,-9.33535897462072,-6.7963015274358,-26.374804323256,-10.9592241300351,-1.87059887461378,-2.91619462342829,-29.1504052173314,-2.60621925761313,-4.60782131732234
fake_ID_32,-16.139706082581,-12.6605951012265,-3.61464148524423,-10.7918616591166,-8.37066130230594,-27.6650457025139,-11.1693986867816,-2.46225904232567,-3.65345753503994,-32.0000917646033,-2.6500831756171,-5.41155486855275
fake_ID_45,-17.2433704315023,-12.2370716638582,-3.4300912347572,-9.96032016009789,-7.6919220893322,-28.0631318757587,-10.3947326700444,-3.22659425370916,-3.83191150254485,-29.7952055854586,-3.60987673777918,-5.73321521277205
fake_ID_49,-13.8004052383594,-10.7141665110066,-2.88006760903361,-9.00849561480655,-6.46014562646449,-23.9059581266702,-10.8340236148455,-0.505460690673443,-2.47051109171723,-27.4771615229132,-1.54332975608606,-4.7788608446616
fake_ID_06,-14.5784438314785,-11.2849590883127,-3.27443867173979,-8.71405982782219,-6.58540755505036,-25.6418651727014,-9.95427750971958,-2.92520160016544,-3.2291076948252,-29.2871815877427,-2.37749010722768,-5.35544688629895
fake_ID_08,-16.3598015284513,-11.430174161553,-2.90142342025217,-9.35868797329994,-7.25748404444487,-27.0895524592782,-11.0428224977935,-5.63975727636847,-3.27027972586611,-30.4211523404341,-3.16763914873116,-5.62597653706647
fake_ID_11,-17.4959245341814,-12.9154406367439,-4.00215305505655,-11.2571238370829,-8.54851659514905,-29.3430199437686,-10.9175739533463,-4.93340797100425,-4.18312332129537,-30.9270327277313,-3.51858125897178,-6.12993904145501
fake_ID_12,-16.464468973841,-12.2002420153218,-3.25423248661653,-9.59745157712049,-7.12366341503687,-27.12634586949,-10.8162142114012,-3.29851239537221,-3.08749376347029,-28.8580723849482,-2.21981971942611,-6.18431426392643
fake_ID_18,-14.0830282870902,-10.5773009146543,-3.09064324216238,-8.12354269065301,-6.32886250850141,-24.2730458956329,-9.92988213932344,-3.0733307366765,-3.06571095661183,-24.7242127687057,-2.68876500032178,-5.69398860894647
fake_ID_19,-15.4083500829216,-12.2343048684987,-3.22300528376572,-9.91693950369267,-7.0202578091973,-27.5933730247234,-11.9224852001512,-4.24155137181716,-3.42973495232494,-31.6862265187901,-4.17674448436916,-5.68760769969349
fake_ID_20,-16.2570407358026,-12.3982304343214,-3.76992847324186,-10.3704684293197,-7.81636467277302,-28.2478666633539,-10.9869177804947,-2.98874738655711,-3.79137463323468,-30.8615849268609,-3.08095618994999,-5.98172628117252
fake_ID_24,-14.2323065609921,-10.6047645875238,-3.01988833921166,-8.86100562735212,-6.55439432882427,-24.1653350142487,-9.8526030600943,-3.09335719837328,-2.58810891052218,-25.8391950177572,-2.00027061590984,-5.13518962324417
fake_ID_26,-18.5111947840327,-11.9116413473475,-3.91537564902674,-10.2069303224212,-7.88285074431385,-29.9175471861638,-10.88038842488,-2.83419714317631,-3.03655428861799,-29.6528452131803,-3.50079830547742,-6.06473306548946
fake_ID_27,-14.5009087312324,-11.7135530805918,-3.74001430640125,-9.41304215218137,-6.88182381066954,-25.6280023361955,-9.79621955183036,-2.90778034145024,-3.20266118767175,-28.6670309605814,-2.54271637071222,-5.40404811393299
fake_ID_29,-16.325233744973,-12.4788219118781,-3.19910115283002,-10.1968130707306,-7.7933419754087,-26.8004514165324,-11.266520440557,-4.99680145456386,-3.6777227392146,-30.0358215452793,-3.27448318003841,-6.62502452129633
fake_ID_34,-19.5900794625676,-12.9478292084505,-4.2401362583912,-10.1597577870103,-7.4604761138451,-29.8230414511443,-11.7589803001496,-2.1641027965725,-3.71846714610309,-33.6218298845096,-3.96906094194811,-5.74376731256323
fake_ID_35,-16.8576903755633,-11.4062222851013,-3.86593853012118,-9.70722534695253,-6.97504240631326,-26.9438351288746,-10.4520417408906,-1.73279592802046,-3.43396964574116,-31.389103662226,-3.74793570896521,-5.60652126100909
fake_ID_36,-15.0763134778989,-11.2070738941349,-3.3504862891585,-8.77564278770714,-6.40588855201633,-25.5998162801862,-10.5416402612965,-1.99496201282054,-3.58806607113472,-30.8164535450484,-2.90032713308421,-4.89758198835054
fake_ID_39,-16.8895334606272,-12.0736625482933,-3.36597158061566,-9.35045501081748,-6.68723464416669,-26.5021067625462,-10.2197405463363,-2.88768551142753,-3.51070509997823,-27.3591631604497,-2.73311486999313,-5.46267562937422
fake_ID_41,-17.6810813222319,-12.2042236818364,-3.56511965692034,-9.48081508216463,-7.13269019639267,-27.0832338390541,-11.0856868558957,-3.42581326259898,-3.77790064874119,-30.5587890883811,-2.87218896845381,-5.50342957579989
fake_ID_43,-16.20172819781,-11.6152973820006,-3.20817057717674,-9.38150714343271,-6.50093457346876,-25.2603627190823,-10.0851362760226,-2.51371895099772,-2.92591320571471,-29.6881723260055,-3.07981497714123,-5.30589201651129
