id,Aud and Aud,InO and InO,Vis and Vis,DoA and Vis,Aud and Vis,DoA and DoA,Aud and InO,DoA and InO,Aud and SoM,InO and Vis,SoM and Vis,Lmb and Lmb,Lmb and SoM,SoM and SoM,Aud and DoA,Aud and Def,Lmb and Vis,InO and Lmb,InO and SoM,DoA and Lmb,Aud and Lmb,DoA and SoM,Def and DoA,Def and Lmb,Def and Def,Def and Vis,Def and SoM,Def and InO
fake_id_11,-10.1825714749874,-12.0980400151097,-4.01542727504174,-3.59459595210727,-7.63359913591079,-6.92032980540339,-9.11228699910524,-7.44600746791667,-8.22431423847906,-6.96644148997089,-8.35910736381167,-8.57578893886765,-8.42364652889781,-7.81391548898107,-7.25393253840784,-7.81779805938861,-7.67274307833685,-6.77309361655691,-7.19680246042895,-7.73954922347587,-7.77545908973373,-7.30721968926706,-6.78241406514386,-6.47456325390683,-6.44742553738612,-6.22533741071968,-6.43552615477252,-6.45309618771828
fake_id_12,-1.2400030877759,12.1730834572151,9.80654011102415,0.231440058688431,-0.989753068748314,-0.00338479565440343,0.713119865223267,-0.53810906841298,-1.47689262177239,-1.12356311175459,-0.492853371328958,-0.262901703551022,0.480817825831124,-0.382393230253874,-0.672113749946368,-0.819130149010048,-0.87207545040125,-0.849821786852179,-0.907021837350839,-1.04971614153401,-1.21149921392664,-1.86313066773548,-2.14736134001794,-2.29247714560728,-2.06083842911983,-2.21988648297613,-2.36421964762436,-2.48030775809811
fake_id_13,12.3673242283479,-6.54136868097532,2.3858018540806,-3.9073829280089,-0.206642418254931,-1.81171120858634,-0.545840565905583,-1.60534244000303,-0.121847850076348,0.178860794829128,-0.694554074339773,-1.09000344738631,-1.86196536976256,-1.22005851310885,-1.25667588073636,-1.9470920473328,-2.39096384771533,-2.90372631014235,-3.60182124013288,-3.71991411924214,-4.07133817952051,-3.80270478334029,-4.65522932272644,-5.98641938908267,-5.65858594303587,-5.87164524486467,-5.51163463309828,-5.54298237345732
fake_id_14,22.8419723908658,5.6849450571279,2.73391553945004,-1.14550509205823,-2.88353118347129,-3.0240967630675,-2.20183443334295,-0.567633826472374,-2.71773460872781,-2.36867733644508,-3.26550934006436,-2.89376628181766,-2.95066030570152,-2.43573174237556,-2.6973920013686,-3.79666259937798,-3.32102972786039,-3.33427891682421,-3.03587361062572,-2.78440882516117,-2.84636844276915,-2.97570896550324,-2.43234433008213,-2.76796946240991,-2.58845350810534,-2.2053281344464,-2.90780984242341,-2.76720211502252
fake_id_15,-21.873809713792,-9.6282814356921,-2.86579506503945,-1.08546703261526,-0.450000156355956,-4.36511264609572,-3.98068344435717,-3.94286940233188,-3.19104689136817,-2.2204992164672,-1.67440198649461,-2.23356798418966,-3.36092046529546,-3.86191536877112,-4.38495118357879,-3.43537155481111,-3.09837597192741,-3.53940751297722,-3.10989844220442,-2.80946748541349,-3.50715885678033,-3.47651622596989,-4.01004051404752,-4.17627189365002,-4.03370569223473,-3.7244958151687,-3.58529884797142,-3.55753043249696
fake_id_16,-3.06345287912271,1.85698027401743,2.45600969542857,-2.12942867302795,-1.34290447876442,-2.2706007733422,-2.44565400881834,-2.00798206166703,-1.69028115743548,-1.80406954925251,-2.49626638903786,-2.9168785257774,-2.39429258537472,-2.51288226897784,-2.80303742672249,-2.90405866299904,-3.6532969877095,-3.66236548775696,-3.50463421701327,-3.81597542292717,-3.78632500114354,-3.82989274649835,-3.8936595826528,-4.71627198451858,-5.15903251841942,-4.98321217957336,-4.95407534117248,-4.80765633579497
fake_id_17,6.83866793318671,-1.10509899000039,1.16898024867195,-2.57158648268458,-4.73779865443877,-6.26289397056189,-7.75855689463465,-7.4568792474354,-7.81894292083525,-6.33418401017078,-6.87958537571342,-7.68491552232324,-8.32523776437809,-8.20760797977861,-8.70733512087541,-8.32635853960464,-8.7396881884915,-9.0756188105903,-8.96173283639799,-8.93589373257391,-9.66650504502739,-9.5640542511721,-9.27881965077821,-9.834982518247,-10.2006881764145,-10.3199972744933,-10.1970999170373,-10.410886038056
fake_id_18,3.19121819491802,2.9516546022613,3.85183864897731,-3.45413844257572,-3.63180252630244,-4.61940072387712,-4.15015020964432,-4.51873554526339,-4.67861843774282,-4.51033781600654,-7.43752443102625,-8.32728408514988,-7.30821068157177,-8.33391445461994,-7.76604280260579,-7.56129304853148,-6.85146769416049,-6.57183776538508,-7.18937254181135,-7.25309212003597,-7.27796446366233,-7.67764042184773,-7.72732549777066,-8.09696532549256,-7.89400621084873,-7.61350825490617,-7.74560899956661,-7.55084147733155
fake_id_19,26.1301483587737,4.99383432014837,-13.8827763526981,-14.4380905834496,-12.5719718326831,-12.3753315603846,-10.5565085452343,-11.4159176284109,-11.1639791551021,-11.7639958618855,-10.6551483031567,-11.2289227795076,-9.6491754864905,-8.64208310357144,-8.56646593080813,-7.72396542681888,-7.6672658060041,-8.16706267193889,-8.28400843999429,-8.08651594319158,-8.02549028484666,-8.11916092481232,-7.21332889639284,-7.65731780905361,-7.58486035617426,-7.55840091489866,-7.44706466702442,-7.58148536803675
fake_id_20,0.601956089828408,-22.9458559265926,-7.93372543113833,-4.39746985869471,-4.68671780296604,-3.79783469714667,-4.06236419218351,-2.76301981226321,-2.40545947565228,-2.02774664966885,-2.25236598288947,-2.41645301150428,-2.32346949213219,-4.09434389300301,-3.86658802769422,-3.514304875214,-3.48066516551434,-4.27816770360324,-4.6401327804607,-4.64930117047616,-4.8733472683054,-5.18445023824427,-5.10383693770208,-5.17066971594101,-5.17404510740727,-5.15909550011308,-5.61806365972738,-5.53474697390677
fake_id_21,4.11655372111887,-7.39053842932146,-8.0629984276833,-9.66260499466237,-9.12084945263562,-9.25407432277346,-11.8667437441771,-12.1606321845685,-12.5765288160106,-14.3925662749521,-13.1294022986378,-13.2047922707569,-13.5603316828656,-13.3882387442165,-13.1755778584486,-13.2844289978421,-13.1774896500005,-13.2507687184185,-13.2358187140144,-12.602423573,-12.5362360388076,-11.8993127076201,-11.9045421543169,-12.4455253024964,-12.6337852023153,-12.2565492792919,-13.0507236142012,-13.0553808412578
